business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open,outdoorseating,restaurantsdelivery,restaurantstakeout,restaurantsreservations,businessacceptscreditcards,goodforkids,hastv,caters,wifi,alcohol,restaurantspricerange2,fast_food,casual_dining,fine_dining,bars_nightlife,coffee_dessert,ethnic_food,pizza_italian,healthy_options,seafood,buffet,num_category_groups,days_open,open_weekend
QrIV69RPS4LTpIwPoL22_w,Applebee's Grill + Bar,Philadelphia,PA,19134,39.993173,-75.092621,2.5,55,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,free,ufull_bar,2.0,1,1,1,1,1,0,0,0,0,0,5,7,1
4QUPNvG8MC2t2NTngpNgBg,Stacy's Gluten Free Goodies,Tampa,FL,33618,28.07692,-82.50676,4.0,34,0,,1.0,1.0,,1.0,,,1.0,,,2.0,0,0,0,0,1,0,0,0,0,0,1,5,1
nC1nF306iY8kR_4H-yDHaA,Taco Bell,Indianapolis,IN,46219,39.771433,-86.055787,1.5,20,1,,1.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,1,0,0,0,0,1,0,0,0,0,2,7,1
Ef9jqvIH44oHlYnaIFlzxA,Nazca Bar & Grill,Tampa,FL,33615,27.9863552,-82.5702618,4.0,25,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,ufull_bar,2.0,0,0,0,1,0,0,0,0,0,0,1,5,1
U759uOZbv0X7gpQKvklruA,D'Mexican,Saint Petersburg,FL,33708,27.8139438,-82.7698196,5.0,9,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ufree,ubeer_and_wine,2.0,0,0,0,0,0,1,0,0,0,0,1,6,1
mpu_IJ11lbSrYZPAIGUPow,TGI Fridays,Tampa,FL,33635,28.015275,-82.614675,3.5,95,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,free,full_bar,2.0,1,1,0,1,0,0,0,0,0,0,3,7,1
x0hzVPfxWXRIu0yOSEnLCQ,Duck Donuts,Marlton,NJ,08053,39.89066,-74.92765,4.0,121,1,0.0,,1.0,,1.0,,,1.0,ufree,,2.0,0,0,0,0,1,0,0,0,0,0,1,7,1
6_aIv0CccDpcMk-kowG8Wg,Lincoln Square Pancake House,Indianapolis,IN,46219,39.770977596,-86.0705450177,4.5,88,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,ufree,none,2.0,1,0,0,0,0,0,0,1,0,0,2,7,1
FClTbPhPbslS8uk0p8leOw,Pumpkin Market,Philadelphia,PA,19146,39.9440235,-75.1691574,4.0,81,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,ufree,none,1.0,0,1,0,0,0,0,0,0,0,0,1,7,1
yMx6zEorjzSdEo9Ai6sssA,Selfie Subs,Riverview,FL,33578,27.8027659,-82.3349522,4.5,73,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,ufree,ubeer_and_wine,1.0,0,0,0,0,0,0,0,0,0,0,0,6,1
bj0zTuE10-knRtHeoRkAJQ,Chipotle Mexican Grill,Philadelphia,PA,19153,39.880567,-75.237312,2.5,45,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,free,none,1.0,1,0,0,0,0,1,0,0,0,0,2,7,1
MdcgaLvlmhYwpb5l3NT19g,Olive The World Bistro,Tarpon Springs,FL,34689,28.146553,-82.7561386,4.5,155,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,uno,ubeer_and_wine,2.0,0,0,0,0,1,0,1,1,0,0,3,7,1
r43DrfYAbAgifsYyNkljZw,Red Hot & Blue Restaurant,Cherry Hill,NJ,08002,39.9216653182,-75.0415585957,2.5,99,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,ufull_bar,2.0,0,0,0,1,0,0,0,0,0,0,1,7,1
792EBWyIE6CDikOEZnOqdQ,Gino's Pizzeria,Glassboro,NJ,08028,39.721858,-75.11291,3.5,17,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,paid,unone,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
sMZe5nmFqffApI_-ReO4xQ,McDonald's,Indianapolis,IN,46217,39.6931258103,-86.1874618419,2.0,26,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,none,1.0,1,0,0,0,1,0,0,0,0,0,2,7,1
AcvTfzjZ7Kw42HF5ew-Bpg,Kiku,Abington,PA,19001,40.136683,-75.114302,4.0,26,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,uno,unone,2.0,0,0,0,1,0,1,0,0,0,0,2,6,1
y3LlrItb8nrzMYYiqQee3g,Ashburner Inn,Philadelphia,PA,19136,40.040715,-75.015473,4.0,79,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,ufull_bar,2.0,0,1,0,0,0,0,1,0,0,0,2,7,1
O_5ILNeSVPrrx0CAr_l27g,Pietro's Coal Oven Pizzeria,Marlton,NJ,08053,39.8935631234,-74.9297189713,3.5,30,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,uno,ufull_bar,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0
60PRpOidld9weYzjWwlMaQ,Meals From The Heart Cafe,New Orleans,LA,70116,29.959666,-90.05954,4.5,819,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,ufree,unone,2.0,0,1,0,0,0,0,0,1,0,0,2,7,1
DfubrzYlZxL-Ibjq-KMYCg,Bellisimo's Pizza,Cinnaminson,NJ,08077,39.987198,-75.007703,4.5,13,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,unone,2.0,0,0,0,0,0,0,1,0,0,0,1,6,1
_WXisiele6N-scYh2m8Gmw,Carrabba's Italian Grill,Tampa,FL,33618,28.052576,-82.503485,3.5,91,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,free,ufull_bar,2.0,0,0,0,1,0,0,1,0,1,0,3,7,1
Ih6_y2nnbg2Jw9Qdc876GA,Cafe Patachou,Indianapolis,IN,46204,39.766931766,-86.1619852334,4.0,1106,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,ufree,ubeer_and_wine,2.0,0,1,0,0,0,0,0,0,0,0,1,7,1
ifGlDvwm_6ralFBNb35Bkg,Panda Express,New Castle,DE,19720,39.664173,-75.606599,2.5,12,1,,1.0,1.0,,,,,1.0,,,,1,0,0,0,0,1,0,0,0,0,2,7,1
bnHd8rTh3CFcxeHCxpYjDw,Fatdogs,Tucson,AZ,85705,32.2649187679,-110.9982933545,4.0,10,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,uno,unone,1.0,1,0,0,0,0,1,0,0,0,0,2,7,1
KKNDGNg7_QjL7kswHEE7bg,A-Plus,Edmonton,AB,T6G,53.522893,-113.5199294,3.5,5,1,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,none,2.0,0,0,0,0,1,1,0,0,0,0,2,7,1
Kj-2cOwy0AEu8voXw7-3rA,Little Caesars Pizza,Troy,IL,62294,38.731812,-89.896427,3.0,5,1,0.0,,,,,,,,,unone,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
5VndA-SIzQCpf95AefjRYw,Johnson's 40th St Seafood House,Tampa,FL,33604,28.016843,-82.4145608,4.0,20,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,no,none,2.0,0,0,0,0,0,0,0,0,1,0,1,7,1
dWozGSYWkdzmCAhsKotP5w,Burger King,Fenton,MO,63026,38.524588478,-90.4726851813,3.5,11,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,none,1.0,1,0,0,0,0,0,0,0,0,0,1,7,1
tExeZMS1okUFX5yttstYvg,Capri Restaurant - Meridian,Meridian,ID,83646,43.648009,-116.411785,4.0,19,1,,,1.0,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,5,1
FhI8-M6EYtwfrerkWL_VMg,Vincente's Restaurant,Wilmington,DE,19808,39.7117655,-75.6774908,4.0,79,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,uno,ufull_bar,3.0,0,0,0,1,1,0,1,0,0,0,3,6,1
IAAigc8tTIZXelOLJaUe6A,Chuck E. Cheese,Deptford,NJ,08096,39.823856,-75.10138,3.0,17,1,0.0,,,1.0,1.0,1.0,1.0,0.0,,unone,2.0,0,0,0,0,0,0,1,0,0,0,1,7,1
_-GYicUDtfIfMs2SiXdJIA,Kung Fu Tea,Ardmore,PA,19003,40.0080694,-75.2919492,4.0,32,1,0.0,1.0,1.0,,1.0,1.0,,,ufree,,1.0,0,0,0,1,1,0,0,0,0,0,2,7,1
6USj3cqHAf2HkjBNomafRA,Bowl & Roll,Nashville,TN,37208,36.169304,-86.788028,4.0,38,1,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,no,none,1.0,0,0,0,0,0,0,0,0,0,0,0,6,1
kdowTW3-5Qcr8je9LgItKQ,Little Dom's Seafood,Carpinteria,CA,93013,34.3967319,-119.5206269,4.0,95,1,1.0,,1.0,,,,1.0,,,ufull_bar,,0,1,0,0,0,0,1,0,1,0,3,7,1
A2aZffMOZkEQwIUwSeMqnw,Crabby Bill's Seafood,Tampa,FL,33607,27.9465117516,-82.4613296986,2.5,38,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,ufree,ufull_bar,2.0,0,0,0,0,0,0,0,0,1,0,1,7,1
QdcTrQlwRi9Q3hcmpLi8Vw,Craft Kafe,Saint Petersburg,FL,33701,27.7710062899,-82.6357996289,4.5,155,1,1.0,,1.0,0.0,1.0,1.0,1.0,,free,beer_and_wine,2.0,0,1,0,0,1,0,0,0,0,0,2,7,1
Qlmusk0BBY0kMOd8Y96H4A,Kingfish,New Orleans,LA,70130,29.9550350565,-90.0661,4.0,1088,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,ufree,ufull_bar,2.0,0,0,0,1,0,0,0,0,0,0,1,7,1
ZL0zrXL1Py_DWVTnwbo44w,Domino's Pizza,Saint Louis,MO,63113,38.66254,-90.2610427,1.0,13,1,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,0,0,0,0,0,0,1,0,0,0,1,7,1
aOwuF1QcB_TO30WwAVR4Ng,Route 352 Diner,Brookhaven,PA,19015,39.874074,-75.3901747,3.5,31,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,ufree,ubeer_and_wine,1.0,0,1,0,0,0,0,1,0,1,0,3,7,1
hh6t95hiS-RqRt6bEz1SPw,Union League of Philadelphia,Philadelphia,PA,19102,39.949988,-75.1645963,4.0,72,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,ufree,ufull_bar,4.0,0,1,0,0,0,0,0,0,0,0,1,7,1
L1fzSv_CUSIwYCIptXEEzw,Enzo Pizza,Indianapolis,IN,46204,39.769421,-86.1595979,3.0,23,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,uno,none,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
DV08ZJKq_hPS_6Q8GKt0pg,Philly Fry Truck,Philadelphia,PA,19147,39.9350642,-75.1516194,4.0,13,1,,0.0,1.0,,1.0,,,1.0,,unone,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0
7gNY2fx_8-RFicmecY3RsA,Sports & Social Philly,Philadelphia,PA,19148,39.9093845767,-75.1647046174,3.5,8,1,,,,,,,1.0,,,,,0,0,0,1,0,0,0,0,0,0,1,7,1
dIoRAk88FuBNlvb2ZgTxNA,Chili's,Indianapolis,IN,46254,39.8228296844,-86.2806420142,2.5,51,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,ufull_bar,2.0,0,1,0,1,0,0,0,0,0,0,2,7,1
IRAPkCVEGXOdGTX5Uod5fw,Grub Burger Bar,North Wales,PA,19454,40.2337787,-75.2421203,4.0,174,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,no,full_bar,2.0,1,1,0,1,0,0,0,0,0,0,3,0,0
6HNszS8BiN0YnZo0EAR-cg,Wendy's,Gallatin,TN,37066,36.3765682,-86.4703732,3.0,8,1,0.0,1.0,0.0,0.0,1.0,1.0,,,no,unone,1.0,1,0,0,0,0,0,0,0,0,0,1,7,1
kqtyPqKBC7TyoIn9Ml3nsA,Danny’s Pizza Pizzazz,Upper Pittsgrove,NJ,08343,39.617452,-75.2314294,4.0,8,1,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,7,1
Eb_vVPGB9t4hLau4tzypEg,Villa Fresh Italian Kitchen,Tucson,AZ,85711,32.218327,-110.865152,2.0,16,0,0.0,,1.0,0.0,1.0,1.0,,1.0,,,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
NagkUmgLHFd1s8RTk1tcKw,Old Father Inn,Marana,AZ,85653,32.3381201,-111.0530731,3.0,38,1,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,no,ufull_bar,1.0,0,1,1,1,1,0,0,0,0,0,4,7,1
iUvmu6k_GyMlIjw67dTweA,Chipotle Mexican Grill,Newtown Square,PA,19073,39.9870595878,-75.4054610945,3.0,13,1,,1.0,1.0,0.0,1.0,1.0,,,,none,1.0,1,0,0,0,0,1,0,0,0,0,2,7,1
d8X3YfaxDcPM_CGJB1t5rw,Thai Fusion Kitchen,Folsom,PA,19033,39.894593,-75.317566,4.5,19,1,,1.0,1.0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,6,1
bg7WF23ODrnq3wO2JiSWbQ,Ugly Crab,Indianapolis,IN,46250,39.9046409,-86.0660631,4.0,46,1,,,1.0,1.0,1.0,,1.0,0.0,ufree,ubeer_and_wine,2.0,0,0,0,0,0,0,0,0,1,0,1,6,1
JFgLQNDdFLtbgG-i5gjDHQ,Toro Guacamole,Chalfont,PA,18914,40.2711832,-75.2236348,4.0,11,1,,1.0,1.0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,7,1
8vpa6Ww-YLMyLIwne-fbfg,Rooks Gameday Sports Grill & Bar,Maryland Heights,MO,63043,38.7130861,-90.4488911,2.5,6,0,1.0,0.0,1.0,,1.0,0.0,1.0,,,ufull_bar,2.0,0,1,0,1,0,0,0,0,0,0,2,7,1
7JgBZpYctlqYhENK2tj6Vw,Avon Sushi House,Avon,IN,46123,39.7640604,-86.3448382,4.5,28,0,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0
RpnK2yoZLBl_y5kZKwUP9A,Burrito's Home,Camby,IN,46113,39.6609599,-86.3103254,4.0,15,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,ufree,ubeer_and_wine,1.0,0,0,0,0,0,1,0,0,0,0,1,6,1
5Orn19gUeqCgKu5IRYlvpQ,Popeyes Louisiana Kitchen,Philadelphia,PA,19148,39.924743,-75.1690735,3.0,20,1,,1.0,1.0,0.0,1.0,1.0,0.0,,free,,1.0,1,1,0,0,0,0,0,0,0,0,2,7,1
5-EypFrTq9fkNCcnEWo7Ow,Moe's Southwest Grill,Oldsmar,FL,34677,28.037579516,-82.6580101777,2.5,48,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,no,beer_and_wine,1.0,0,0,0,0,0,1,0,0,0,0,1,7,1
2tAi411srrpmMofeAKdACw,Just Breakfast on Silverbell,Tucson,AZ,85743,32.362689,-111.120753,3.5,113,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,free,unone,1.0,0,0,0,0,1,0,0,0,0,0,1,7,1
xsIKentPBt136G5rWpHK0A,Which Wich,University City,MO,63130,38.656016,-90.3081571,4.0,37,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,ufree,unone,1.0,0,0,0,0,0,0,0,0,0,0,0,6,1
_WhH_5Dtdwpaidrk2E0YxA,Hi Ho BBQ,Metairie,LA,70001,29.975371,-90.1716257,1.5,9,0,0.0,,1.0,0.0,1.0,0.0,1.0,,uno,,,0,0,0,0,0,0,0,0,0,0,0,6,1
4jkpycTldteoQnKK7VPSxA,Athens Family Restaurant,Nashville,TN,37221,36.0734461,-86.922949,3.5,79,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,uno,unone,2.0,0,1,0,0,0,0,0,0,0,0,1,7,1
rau6GfA40IjPaz2DN7517Q,The Wood Cask,Saint Louis,MO,63122,38.6002074,-90.3979596,3.5,64,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,no,ufull_bar,2.0,0,1,0,1,0,0,0,0,0,0,2,6,1
4Jn1wie7bOALMpHZlS42sg,Fillin' Station,Kingston Springs,TN,37082,36.100738,-87.115332,4.5,29,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,ubeer_and_wine,2.0,1,0,0,1,0,1,0,0,0,0,3,5,1
8cIfcX5-jRvsdQpTTlfI3w,QuikTrip,St Louis,MO,63136,38.772142511,-90.267678167,2.5,5,1,,0.0,1.0,,1.0,,,0.0,,,1.0,1,0,0,0,0,0,0,0,0,0,1,7,1
mFOoIm1CKpQGEVCB4nQGjQ,Stacy's Pizza,Philadelphia,PA,19151,39.9765438,-75.2648025,2.5,12,1,0.0,1.0,1.0,,1.0,,,,,,2.0,0,0,0,0,0,0,1,0,0,0,1,0,0
6fM8ApAFy_wL1gr4OtpGZQ,Parthenon,Tarpon Springs,FL,34689,28.1555202512,-82.7613132387,4.0,41,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,no,ubeer_and_wine,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc0uyY1O-Fc18FfTCDqIA,Kristina Pizza,Philadelphia,PA,19122,39.9790008,-75.1353151,3.5,10,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,unone,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0
CvwsgYSbjVN3F4AGs04llw,Clearwater Family Restaurant,Clearwater,FL,33755,27.988415,-82.7757271,4.5,27,1,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,ufull_bar,1.0,0,1,0,0,0,0,0,0,0,0,1,7,1
_K2XFYkn2HYvGf8Bk8KL-g,Korean Bobsang,O'Fallon,IL,62269,38.5904695,-89.9395238,4.0,42,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,uno,ubeer_and_wine,2.0,0,0,0,0,0,1,0,0,0,0,1,6,1
E97-OARDmnrwzdM0BR8eMA,Chuy's,Carmel,IN,46032,39.9360204,-86.2339838,4.0,170,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,uno,ufull_bar,2.0,0,0,0,1,0,1,0,0,0,0,2,7,1
e4sEck7cY1TCgVdz2HRtvg,Shang Hai,Riverview,FL,33578,27.8920439,-82.3207931,3.5,17,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,uno,unone,1.0,0,0,0,0,0,1,0,0,0,0,1,7,1
6qG4kgF3LUwJUcxRbjzEmw,Fusion China,Reno,NV,89502,39.5117962,-119.8061191,2.5,10,0,0.0,1.0,1.0,0.0,1.0,1.0,,,,unone,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0
me3mlZsR26fV89fMw2uR6Q,Rib Room,New Orleans,LA,70130,29.9562854,-90.0657355,3.5,221,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,no,ufull_bar,3.0,0,1,1,0,1,0,0,0,0,0,3,7,1
xbGTtk60VpFGG0XQj-SahA,Carrow's Family Restaurant,Reno,NV,89512,39.534881,-119.803636,2.0,19,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,ufree,beer_and_wine,2.0,0,1,0,0,0,0,0,0,0,0,1,7,1
LB9_i89g1iUIInJ7cK9EJw,PC Restaurant,Philadelphia,PA,19102,39.9534989,-75.1658782,3.0,8,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,uno,ubeer_and_wine,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
aEehD1UdtgSduOwR7sLpIQ,Farnsworth House,Bordentown,NJ,08505,40.1477011,-74.7127148,3.5,66,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,ufree,ufull_bar,2.0,0,1,0,1,0,0,1,0,0,0,3,7,1
ZwQOSw8V0Xp8r0FjNdU78Q,Top Chef Quickfire,Philadelphia,PA,19103,39.9547249121,-75.1689532,3.5,8,1,0.0,0.0,1.0,,1.0,,1.0,,,unone,,0,1,0,0,0,0,0,0,0,0,1,0,0
dv4tx5H0-aPiIXSM2hJNhA,Hooters,King of Prussia,PA,19406,40.090495,-75.3740399,3.5,5,0,0.0,,,,1.0,0.0,,,,full_bar,2.0,0,1,0,1,0,0,0,0,0,0,2,0,0
KuCqZJuqs7EEWzxeZ3w94Q,McDonald's,Swansea,IL,62226,38.5420796964,-89.984343946,1.5,19,1,,1.0,1.0,,,1.0,1.0,,ufree,,1.0,1,0,0,0,1,0,0,0,0,0,2,7,1
Z9QsWMsrvOyvF77k5YYuzg,Benny Casanova's,Philadelphia,PA,19104,39.9661671579,-75.1910782957,4.0,10,0,0.0,,,,,,,1.0,,,,0,0,0,0,0,0,1,0,0,0,1,0,0
Q8AUWao-MDKhhvd6ncqoxA,Maize Restaurant,Perkasie,PA,18944,40.3724759,-75.2969296,4.5,152,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,uno,unone,3.0,0,1,0,0,0,0,0,0,0,0,1,4,1
AJfOurXSHcTEOrrHoXixAg,Romano's Macaroni Grill,Clearwater,FL,33761,28.0341271,-82.7371331,2.0,12,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,ufull_bar,2.0,0,0,0,0,0,0,1,0,0,0,1,7,1
kQANkgj6vHc1xCmxfNBNjA,Enzo's Pizzeria & Pasta from New York,Westchase,FL,33588,28.0699285,-82.6300709,4.0,38,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,ufree,ubeer_and_wine,1.0,0,0,0,0,0,0,1,0,1,0,2,6,1
NxK8OpjfrkghGQKo6MreIQ,Chef Uncle Willie 2,Darby,PA,19023,39.9233359344,-75.2604034008,4.0,17,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,,1.0,0,1,0,0,0,0,0,0,1,0,2,6,1
fzdl0UsQh90NPw5_MMYqoQ,Culver's,Indianapolis,IN,46203,39.6979,-86.0818,3.5,9,1,,0.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,7,1
czZ39uUtw3Z1eRvHpDg2yA,Al-Rayan Restaurant,Indianapolis,IN,46254,39.8230945349,-86.2425012381,4.0,135,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uno,unone,2.0,0,0,0,0,0,0,0,0,0,1,1,7,1
COZbEsySsjS1d3mJ6cXeTA,The Dutch Eatery & Refuge,Tucson,AZ,85719,32.2320366,-110.9572299,3.5,232,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,free,full_bar,2.0,0,1,0,1,0,0,0,0,0,0,2,7,1
afQzPsfi1cq1hjDUar804A,Upper Crust Pizza & Italian Restaurant,Tabernacle,NJ,08088,39.8603291,-74.7327467,3.5,41,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,unone,2.0,0,0,0,0,0,0,1,0,0,0,1,7,1
86vyH37R2Edv0zKBc1lQyg,King Garden,Wilmington,DE,19809,39.7714605,-75.4993256,3.5,16,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,no,unone,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0
c0knN2GfCb8sde71S4ln2Q,Little Morocco,Philadelphia,PA,19145,39.9254615695,-75.1707379,4.0,5,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,7,1
a6t0nb4DrjbCb_gH3Kz8SA,Cafe Caribe,Edmonton,AB,T5J 0C8,53.5415002534,-113.4920134861,3.5,31,0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,free,full_bar,2.0,0,1,0,0,0,0,0,0,0,0,1,6,1
RuWRIZ_QEc1y1lfQdmb7fg,Silver Mine Subs,Tucson,AZ,85705,32.2844304,-110.9767584,3.0,43,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,ufree,unone,1.0,0,0,0,0,0,0,0,0,0,0,0,7,1
Gc8UnWI9aDo8mb-YTDkh3A,Dairy Queen Grill & Chill,Riverview,FL,33578,27.7903773285,-82.3343083262,3.0,19,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,free,,1.0,1,0,0,0,0,0,0,0,0,0,1,7,1
zRjUMHQJ5gAmFhcXZtLacA,Vietnam Restaurant,Philadelphia,PA,19107,39.9563297,-75.157069,4.0,421,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,uno,full_bar,2.0,0,0,0,0,0,1,0,0,0,0,1,7,1
P-eXuqXk-L-bEtBort6RCQ,Bully Boys,Saint Louis,MO,63116,38.5776804,-90.2740143,4.0,9,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,uno,unone,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
UwoXULD48jEfZjBlc4xGzA,Chicos Woodfired Grill,Tampa,FL,33626,28.0559088,-82.6265996,3.5,6,0,0.0,,1.0,,,1.0,,,,,,0,0,0,0,0,1,0,0,0,0,1,7,1
uGOEl8AfKsMJKebNcX3uNA,The Hot Tomato Riverview,Riverview,FL,33578,27.8547064637,-82.3291953653,3.0,73,0,1.0,,1.0,0.0,1.0,1.0,1.0,,free,,2.0,1,1,0,0,1,0,0,0,0,0,3,6,1
trWcT4Ssc6roDtFceRa2Dg,DeRusso’s Pizzeria,Tierra Verde,FL,33715,27.6748729,-82.7265795,4.0,81,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,no,ubeer_and_wine,2.0,0,0,0,0,0,0,1,0,0,0,1,7,1
WUGRmrfSzQCyeG6mYAM-vw,Yona Redz,Santa Barbara,CA,93101,34.417615806,-119.6963456931,4.5,125,1,1.0,0.0,1.0,0.0,1.0,,,1.0,,ubeer_and_wine,,0,1,0,0,0,1,0,0,0,0,2,6,1
tfHdIUMhNoMoTBF8rOwGgg,Six Tables,Tampa,FL,33629,27.9252902,-82.5159894,3.5,48,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,uno,beer_and_wine,4.0,0,1,0,0,0,0,0,0,0,0,1,7,1
hAaS-9vvlw_UPEMqkMi7hQ,Chipotle Mexican Grill,Indianapolis,IN,46227,39.6382848484,-86.1294928021,2.5,56,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,no,none,1.0,1,0,0,0,0,1,0,0,0,0,2,7,1
KHxnvzKcekc-dC_52q1j6g,Denim Lounge,Philadelphia,PA,19103,39.9497186,-75.1698503,2.0,20,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,full_bar,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0
3NmMVlz6sFsBJsVaPtm12A,Tasty And Delicious,Nashville,TN,37211,36.0653319731,-86.7178619653,5.0,260,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ufree,unone,1.0,1,1,0,0,0,0,0,0,0,0,2,7,1
R7C2g4jY8l_f2DC1jtJJdA,Boston Market,Pottstown,PA,19465,40.254724,-75.662667,3.0,22,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,uno,unone,2.0,0,1,0,0,0,0,0,0,0,0,1,7,1
7XBDJfLesYmFEISCpsItQA,Da Kine Taphouse,Clearwater,FL,33765,27.9601890291,-82.7523944884,4.5,5,0,,,,,,,1.0,,,,,0,0,0,1,0,0,0,0,0,0,1,7,1
Nt6YIbkXIwoOj-omc9Sqgg,Slice Of The Hill,Saint Louis,MO,63110,38.6212468,-90.2526163,4.0,20,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,uno,unone,1.0,0,0,0,0,0,0,1,0,0,0,1,7,1
